0,1,2,3,4,5
"Tradutor POF2002-2003 - Contas Nacionais, com produtos para consumo final das famílias",,,,,https://github.com/rodrigoesborges/pofesferas/blob/master/tradutores/Tradu_POF_2003xContas-rearrumado-na-mao.xls?raw=true
Cod Pof,Descrição pof,CodAdapt,Descrição Contas,Cod Contas 110,fonte
3500303,CAMISA (MULHER),1400,Artigos do vestuário e acessórios,030401,
3500304,BATA (MULHER),1400,Artigos do vestuário e acessórios,030401,
3500305,BLUSA,1400,Artigos do vestuário e acessórios,030401,
3500306,BABY LOOK,1400,Artigos do vestuário e acessórios,030401,
3500401,CALCA COMPRIDA (MULHER),1400,Artigos do vestuário e acessórios,030401,
3500402,CALCA COMPRIDA,1400,Artigos do vestuário e acessórios,030401,
3500501,CALCINHA E SUTIA (MULHER),1400,Artigos do vestuário e acessórios,030401,
3500502,SUTIA (MULHER),1400,Artigos do vestuário e acessórios,030401,
3500503,ANAGUA (MULHER),1400,Artigos do vestuário e acessórios,030401,
3500504,MODELADOR (MULHER),1400,Artigos do vestuário e acessórios,030401,
3500505,CALCINHA E SUTIA,1400,Artigos do vestuário e acessórios,030401,
3500601,CAMISETA E COLLANT (MULHER),1400,Artigos do vestuário e acessórios,030401,
3500602,COLLANT (MULHER),1400,Artigos do vestuário e acessórios,030401,
3500603,MALHA DE GINASTICA (MULHER),1400,Artigos do vestuário e acessórios,030401,
3500604,ROUPA DE GINASTICA (MULHER),1400,Artigos do vestuário e acessórios,030401,
3500605,CAMISETA E COLLANT,1400,Artigos do vestuário e acessórios,030401,
3500701,"CAMISOLA,PIJAMA,ROBE,ETC. (MULHER)",1400,Artigos do vestuário e acessórios,030401,
3500702,PIJAMA (MULHER),1400,Artigos do vestuário e acessórios,030401,
3500703,ROBE (MULHER),1400,Artigos do vestuário e acessórios,030401,
3500704,ROUPAO DE BANHO (MULHER),1400,Artigos do vestuário e acessórios,030401,
3500705,"CAMISOLA, PIJAMA, ROBE, ETC.",1400,Artigos do vestuário e acessórios,030401,
3500706,BABY DOLL,1400,Artigos do vestuário e acessórios,030401,
3500801,CONJUNTO ESPORTIVO (MULHER),1400,Artigos do vestuário e acessórios,030401,
3500802,JOGGING (MULHER),1400,Artigos do vestuário e acessórios,030401,
3500804,CONJUNTO ESPORTIVO,1400,Artigos do vestuário e acessórios,030401,
3500901,LENCO DE CABECA (MULHER),1400,Artigos do vestuário e acessórios,030401,
3500902,LENCO DE CABECA,1400,Artigos do vestuário e acessórios,030401,
3501001,MACACAO (MULHER),1400,Artigos do vestuário e acessórios,030401,
3501002,JARDINEIRA (MULHER),1400,Artigos do vestuário e acessórios,030401,
3501003,MACACAO,1400,Artigos do vestuário e acessórios,030401,
3501101,MAIO E BIQUINI (MULHER),1400,Artigos do vestuário e acessórios,030401,
3501102,BIQUINI (MULHER),1400,Artigos do vestuário e acessórios,030401,
3501103,MAIO E BIQUINI,1400,Artigos do vestuário e acessórios,030401,
3501201,MEIAS (MULHER),1300,Fabricação outros produtos Têxteis,030303,
3501202,MEIA-CALCA (MULHER),1300,Fabricação outros produtos Têxteis,030303,
3501203,MEIAS,1300,Fabricação outros produtos Têxteis,030303,
3501301,SAIA (MULHER),1400,Artigos do vestuário e acessórios,030401,
3501302,SAIA,1400,Artigos do vestuário e acessórios,030401,
3501401,VESTIDO (MULHER),1400,Artigos do vestuário e acessórios,030401,
3501402,VESTIDO,1400,Artigos do vestuário e acessórios,030401,
3501501,LENCINHO (MULHER),1400,Artigos do vestuário e acessórios,030401,
3501601,"LUVA DE COURO,MALHA,TECIDO (MULHER)",1400,Artigos do vestuário e acessórios,030401,
3501801,GORRO (MULHER),1300,Fabricação outros produtos Têxteis,030303,
3501901,ALUGUEL DE ROUPA (MULHER),6800,Serviços imobiliários e aluguel,100101,
3502001,CINTA (MULHER),1400,Artigos do vestuário e acessórios,030401,
3502101,SAIDA DE PRAIA (MULHER),1400,Artigos do vestuário e acessórios,030401,
3502102,CANGA,1400,Artigos do vestuário e acessórios,030401,
3502301,CAPA DE CHUVA (MULHER),1400,Artigos do vestuário e acessórios,030401,
3502401,SLACK (MULHER),1400,Artigos do vestuário e acessórios,030401,
3502501,"VESTIDO DE NOIVA (VESTIDO,GRINALDA) (MULHER)",1400,Artigos do vestuário e acessórios,030401,
3502502,VESTIDO (VESTIMENTO DE NOIVA) (MULHER),1400,Artigos do vestuário e acessórios,030401,
3502503,GRINALDA (VESTIMENTO DE NOIVA) (MULHER),1400,Artigos do vestuário e acessórios,030401,
3502504,ARRANJO DE CABELO (MULHER),1400,Artigos do vestuário e acessórios,030401,
3502505,VESTIDO DE NOIVA,1400,Artigos do vestuário e acessórios,030401,
3502601,CAMISA (UNIFORME DE ESPORTE) (MULHER),1400,Artigos do vestuário e acessórios,030401,
3502701,CALCAO (UNIFORME DE ESPORTE) (MULHER),1400,Artigos do vestuário e acessórios,030401,
3502801,MEIAO (UNIFORME DE ESPORTE) (MULHER),1300,Fabricação outros produtos Têxteis,030303,
3502901,FANTASIA (MULHER),1400,Artigos do vestuário e acessórios,030401,
3503001,BUSTIE (MULHER),1400,Artigos do vestuário e acessórios,030401,
3503301,CONJUNTO DE SAIA E BLUSA (MULHER),1400,Artigos do vestuário e acessórios,030401,
3503302,CONJUNTO DE SAIA E BLUSA,1400,Artigos do vestuário e acessórios,030401,
3503401,CONJUNTO DE SHORT E BLUSA (MULHER),1400,Artigos do vestuário e acessórios,030401,
3503402,CONJUNTO DE BERMUDA E BLUSA (MULHER),1400,Artigos do vestuário e acessórios,030401,
3503403,CONJUNTO DE SHORT E BLUSA,1400,Artigos do vestuário e acessórios,030401,
3503501,BLAZER (MULHER),1400,Artigos do vestuário e acessórios,030401,
3503601,CONJUNTO DE SAIA E BLAZER (MULHER),1400,Artigos do vestuário e acessórios,030401,
3503602,CONJUNTO DE SAIA E BLAZER,1400,Artigos do vestuário e acessórios,030401,
3503701,TERNO OU TERNINHO (MULHER),1400,Artigos do vestuário e acessórios,030401,
3503802,MACAQUINHO (MULHER),1400,Artigos do vestuário e acessórios,030401,
3503901,CONJUNTO DE CALCA E BLUSA (MULHER),1400,Artigos do vestuário e acessórios,030401,
3503902,CONJUNTO DE CALCA E BLUSA,1400,Artigos do vestuário e acessórios,030401,
3504101,CALCA PLASTICA (MULHER),1400,Artigos do vestuário e acessórios,030401,
3504201,UNIFORME DE TRABALHO (MULHER),1400,Artigos do vestuário e acessórios,030401,
3504301,COLETE (MULHER),1400,Artigos do vestuário e acessórios,030401,
3504401,CONJUNTO DE CALCA E JAQUETA (MULHER),1400,Artigos do vestuário e acessórios,030401,
3504501,CONJUNTO DE SAIA E JAQUETA (MULHER),1400,Artigos do vestuário e acessórios,030401,
3504601,QUIMONO (MULHER),1400,Artigos do vestuário e acessórios,030401,
3504801,CALCA DE CAPOEIRA (ABADA) (MULHER),1400,Artigos do vestuário e acessórios,030401,
3505001,SOMBRINHA (MULHER),3180,Móveis e produtos das indústrias diversas,033401,
3505101,CHAPEU (MULHER),1400,Artigos do vestuário e acessórios,030401,
3505201,BONE E VISEIRA (MULHER),1400,Artigos do vestuário e acessórios,030401,
3505202,VISEIRA (MULHER),1400,Artigos do vestuário e acessórios,030401,
3505301,CONJUNTO DE CALCA E BLAZER (MULHER),1400,Artigos do vestuário e acessórios,030401,
3505302,CONJUNTO DE CALCA E BLAZER,1400,Artigos do vestuário e acessórios,030401,
3505401,CONJUNTO DE CASACO E BLUSA (MULHER),1400,Artigos do vestuário e acessórios,030401,
3505501,GUARDA-CHUVA (MULHER),3180,Móveis e produtos das indústrias diversas,033401,
3505601,FARDAMENTO MILITAR (MULHER),1400,Artigos do vestuário e acessórios,030401,
3505701,CALCA (UNIFORME DE ESPORTE) (MULHER),1400,Artigos do vestuário e acessórios,030401,
3505801,FAIXA DE CABECA (MULHER),1400,Artigos do vestuário e acessórios,030401,
3505901,TOP (MULHER),1400,Artigos do vestuário e acessórios,030401,
3506001,SOBRETUDO (MULHER),1400,Artigos do vestuário e acessórios,030401,
3600101,"AGASALHO (CASACO,SUETER,ETC.) (CRIANCA)",1300,Fabricação outros produtos Têxteis,030303,
3600102,SUETER (CRIANCA),1300,Fabricação outros produtos Têxteis,030303,
3600103,JAQUETA (CRIANCA),1300,Fabricação outros produtos Têxteis,030303,
3600106,CASACO (CRIANCA),1300,Fabricação outros produtos Têxteis,030303,
3600107,"AGASALHO ( CASACO, SUETER, ETC. )",1300,Fabricação outros produtos Têxteis,030303,
3600201,BERMUDA E SHORT (CRIANCA),1400,Artigos do vestuário e acessórios,030401,
3600202,SHORT (CRIANCA),1400,Artigos do vestuário e acessórios,030401,
3600203,BERMUDA (CRIANCA),1400,Artigos do vestuário e acessórios,030401,
3600204,BERMUDA E SHORT,1400,Artigos do vestuário e acessórios,030401,
3600301,BLUSA OU CAMISA (CRIANCA),1400,Artigos do vestuário e acessórios,030401,
3600302,CAMISA (CRIANCA),1400,Artigos do vestuário e acessórios,030401,
3600303,BLUSA (CRIANCA),1400,Artigos do vestuário e acessórios,030401,
3600304,BLUSA OU CAMISA,1400,Artigos do vestuário e acessórios,030401,
